Year,Rpt_Area,Assemblage,User,NumRelFish,Proportion,Var,Mrate,Mean_wt_lbs,STD_Error_mWT,Mort Rel num fish,Rel biomass lbs
2007,CSEO,DSRlessYE,Charter,0,5.53808E-05,0,0.9,3.072178754,0.214827743,0,0
2008,CSEO,DSRlessYE,Charter,40,0.000131475,0,0.9,2.722066854,0.089778626,36,97.99440673
2009,CSEO,DSRlessYE,Charter,8,9.6073E-05,0,0.9,2.345959822,0.057172826,7.2,16.89091072
2010,CSEO,DSRlessYE,Charter,7,1.31732E-05,0,0.9,2.28024797,0.053324721,6.3,14.36556221
2011,CSEO,DSRlessYE,Charter,48,9.15524E-05,0,0.9,2.263450127,0.039980294,43.2,97.78104549
2012,CSEO,DSRlessYE,Charter,89,-3.85787E-05,0,0.9,2.506757595,0.033224216,80.1,200.7912833
2013,CSEO,DSRlessYE,Charter,59,5.56427E-05,0,0.2,2.325462901,0.036787664,11.8,27.44046223
2014,CSEO,DSRlessYE,Charter,16,8.49965E-05,0,0.2,2.25102373,0.03985905,3.2,7.203275937
2015,CSEO,DSRlessYE,Charter,37,0.000144708,0,0.2,2.176617598,0.037347195,7.4,16.10697023
2016,CSEO,DSRlessYE,Charter,127,6.4772E-05,0,0.2,2.377300291,0.044383043,25.4,60.38342738
2017,CSEO,DSRlessYE,Charter,144,-5.23674E-06,0,0.2,2.616804482,0.071086381,28.8,75.36396907
2018,CSEO,DSRlessYE,Charter,154,-3.96779E-05,0,0.2,2.733011344,0.052337475,30.8,84.17674939
2019,CSEO,DSRlessYE,Charter,129,7.73603E-05,0,0.2,2.588894166,0.06609191,25.8,66.79346947
2020,CSEO,DSRlessYE,Charter,120,-0.000150103,0,0.2,2.43029188,0.022823175,24,58.32700511
2021,CSEO,DSRlessYE,Charter,306,-6.12213E-05,0,0.2,2.43029188,0.022823175,61.2,148.733863
2022,CSEO,DSRlessYE,Charter,299,-5.31315E-05,0,0.2,2.43029188,0.022823175,59.8,145.3314544
2023,CSEO,DSRlessYE,Charter,302,2.03517E-05,0,0.2,2.43029188,0.022823175,60.4,146.7896295
2024,CSEO,DSRlessYE,Charter,472,1.37666E-05,0,0.2,2.43029188,0.022823175,94.4,229.4195534
2000,CSEO,DSRlessYE,Private,0,-0.003269231,0,0.9,1.932685855,0.053095536,0,0
2001,CSEO,DSRlessYE,Private,0,-0.000537834,0,0.9,1.932685855,0.053095536,0,0
2002,CSEO,DSRlessYE,Private,0,-0.006235828,0,0.9,1.932685855,0.053095536,0,0
2003,CSEO,DSRlessYE,Private,0,-0.007291667,0,0.9,1.932685855,0.053095536,0,0
2004,CSEO,DSRlessYE,Private,0,0,0,0.9,1.932685855,0.053095536,0,0
2005,CSEO,DSRlessYE,Private,0,0,0,0.9,1.932685855,0.053095536,0,0
2006,CSEO,DSRlessYE,Private,0,0.000304903,0,0.9,2.111469523,0.024470046,0,0
2007,CSEO,DSRlessYE,Private,0,0.000454545,0,0.9,2.111469523,0.024470046,0,0
2008,CSEO,DSRlessYE,Private,63,0.000565811,0,0.9,2.111469523,0.024470046,56.7,119.7203219
2009,CSEO,DSRlessYE,Private,22,0.000297956,0,0.9,1.736620328,0.090650893,19.8,34.38508249
2010,CSEO,DSRlessYE,Private,81,0.000471071,0,0.9,1.823296189,0.101374023,72.9,132.9182922
2011,CSEO,DSRlessYE,Private,29,0.00094543,0,0.9,2.017736966,0.061305575,26.1,52.66293483
2012,CSEO,DSRlessYE,Private,40,0.00045531,0,0.9,2.199617198,0.086721085,36,79.18621913
2013,CSEO,DSRlessYE,Private,43,0.00087824,0,0.8,2.036629422,0.078587329,34.4,70.06005212
2014,CSEO,DSRlessYE,Private,98,0.000746974,0,0.8,1.933564722,0.064882249,78.4,151.5914742
2015,CSEO,DSRlessYE,Private,39,0.003477003,0,0.8,2.38604764,0.088046817,31.2,74.44468637
2016,CSEO,DSRlessYE,Private,163,0.000524621,0,0.8,2.004314979,0.047705455,130.4,261.3626733
2017,CSEO,DSRlessYE,Private,57,0.00127541,0,0.7,2.396406411,0.133345564,39.9,95.61661581
2018,CSEO,DSRlessYE,Private,80,0.000697464,0,0.6,2.290121634,0.09950182,48,109.9258384
2019,CSEO,DSRlessYE,Private,63,0.00071445,0,0.5,2.385350066,0.120283736,31.5,75.13852708
2020,CSEO,DSRlessYE,Private,48,0.00088381,0,0.2,2.230101549,0.037796604,9.6,21.40897487
2021,CSEO,DSRlessYE,Private,116,0.000325677,0,0.2,2.230101549,0.037796604,23.2,51.73835594
2022,CSEO,DSRlessYE,Private,104,0.000502539,0,0.2,2.230101549,0.037796604,20.8,46.38611222
2023,CSEO,DSRlessYE,Private,94,0.000281845,0,0.2,2.230101549,0.037796604,18.8,41.92590912
2024,CSEO,DSRlessYE,Private,165,0.000249055,0,0.2,2.230101549,0.037796604,33,73.59335112
2000,CSEO,PelnBRF,Charter,0,0,0,0.15,3.06110358,0.119821883,0,0
2001,CSEO,PelnBRF,Charter,18,0.125,-0.000352078,0.15,3.06110358,0.119821883,2.7,8.264979666
2002,CSEO,PelnBRF,Charter,3,0.166666667,0.005991285,0.15,3.06110358,0.119821883,0.45,1.377496611
2003,CSEO,PelnBRF,Charter,1,0.014492754,-0.000142086,0.15,3.06110358,0.119821883,0.15,0.459165537
2004,CSEO,PelnBRF,Charter,2,0.035087719,-0.000164886,0.15,3.06110358,0.119821883,0.3,0.918331074
2005,CSEO,PelnBRF,Charter,0,0,0,0.15,3.06110358,0.119821883,0,0
2006,CSEO,PelnBRF,Charter,9,0.022222222,-2.49902E-05,0.15,2.525940711,0.031627503,1.35,3.41001996
2007,CSEO,PelnBRF,Charter,6,0.015345269,-2.34471E-05,0.15,2.525940711,0.031627503,0.9,2.27334664
2008,CSEO,PelnBRF,Charter,39,0.099236641,-7.34342E-05,0.15,2.525940711,0.031627503,5.85,14.77675316
2009,CSEO,PelnBRF,Charter,16,0.087912088,-0.000128097,0.15,2.525940711,0.031627503,2.4,6.062257706
2010,CSEO,PelnBRF,Charter,11,0.033742331,1.59237E-06,0.15,2.525940711,0.031627503,1.65,4.167802173
2011,CSEO,PelnBRF,Charter,11,0.021442495,-1.55111E-05,0.15,2.902096308,0.288738778,1.65,4.788458908
2012,CSEO,PelnBRF,Charter,8,0.022284123,2.5488E-05,0.15,2.624110017,0.098218012,1.2,3.14893202
2013,CSEO,PelnBRF,Charter,41,0.072824156,-1.2889E-05,0.15,2.176877127,0.071404499,6.15,13.38779433
2014,CSEO,PelnBRF,Charter,19,0.102150538,8.90589E-06,0.15,2.328645363,0.084522806,2.85,6.636639284
2015,CSEO,PelnBRF,Charter,9,0.038961039,2.63993E-05,0.15,2.50885299,0.099815176,1.35,3.386951537
2016,CSEO,PelnBRF,Charter,74,0.116352201,3.34196E-05,0.15,2.511259086,0.071946347,11.1,27.87497586
2017,CSEO,PelnBRF,Charter,83,0.137417219,0.000101494,0.15,2.120436913,0.087121501,12.45,26.39943956
2018,CSEO,PelnBRF,Charter,49,0.0625,4.81574E-05,0.15,2.58781877,0.077675316,7.35,19.02046796
2019,CSEO,PelnBRF,Charter,32,0.063116371,2.78011E-05,0.15,2.823834208,0.095850786,4.8,13.5544042
2020,CSEO,PelnBRF,Charter,33,0.080487805,0.000122395,0.15,2.525940711,0.031627503,4.95,12.50340652
2021,CSEO,PelnBRF,Charter,23,0.018699187,1.10958E-05,0.15,2.525940711,0.031627503,3.45,8.714495452
2022,CSEO,PelnBRF,Charter,19,0.022352941,1.50228E-05,0.15,2.038619227,0.110610842,2.85,5.810064797
2023,CSEO,PelnBRF,Charter,43,0.032924962,5.27393E-06,0.15,2.079261263,0.071729464,6.45,13.41123515
2024,CSEO,PelnBRF,Charter,67,0.044876088,1.20875E-05,0.15,2.079261263,0.071729464,10.05,20.89657569
2000,CSEO,PelnBRF,Private,1,0.025,-0.000272436,0.15,2.158166263,0.173160639,0.15,0.323724939
2001,CSEO,PelnBRF,Private,9,0.087378641,-0.000249511,0.15,2.158166263,0.173160639,1.35,2.913524455
2002,CSEO,PelnBRF,Private,0,0,0,0.15,2.158166263,0.173160639,0,0
2003,CSEO,PelnBRF,Private,0,0,0,0.15,2.158166263,0.173160639,0,0
2004,CSEO,PelnBRF,Private,0,0,0,0.15,2.158166263,0.173160639,0,0
2005,CSEO,PelnBRF,Private,0,0,0,0.15,2.158166263,0.173160639,0,0
2006,CSEO,PelnBRF,Private,10,0.027548209,-5.0943E-05,0.15,2.113244632,0.059554531,1.5,3.169866948
2007,CSEO,PelnBRF,Private,16,0.05,-8.71865E-05,0.15,2.113244632,0.059554531,2.4,5.071787117
2008,CSEO,PelnBRF,Private,47,0.165492958,-0.000195613,0.15,2.113244632,0.059554531,7.05,14.89837466
2009,CSEO,PelnBRF,Private,26,0.101167315,-0.000269095,0.15,2.113244632,0.059554531,3.9,8.241654066
2010,CSEO,PelnBRF,Private,17,0.049562682,-4.73209E-05,0.15,2.113244632,0.059554531,2.55,5.388773812
2011,CSEO,PelnBRF,Private,0,0,0,0.15,2.113244632,0.059554531,0,0
2012,CSEO,PelnBRF,Private,25,0.096525097,-0.00017623,0.15,2.113244632,0.059554531,3.75,7.924667371
2013,CSEO,PelnBRF,Private,34,0.173469388,-0.000326787,0.15,1.890903786,0.168387404,5.1,9.64360931
2014,CSEO,PelnBRF,Private,38,0.14559387,2.78915E-05,0.15,2.113244632,0.059554531,5.7,12.0454944
2015,CSEO,PelnBRF,Private,6,0.101694915,0.000861821,0.15,2.044166628,0.125817599,0.9,1.839749965
2016,CSEO,PelnBRF,Private,51,0.135278515,5.72599E-05,0.15,2.113244632,0.059554531,7.65,16.16632144
2017,CSEO,PelnBRF,Private,6,0.053097345,0.000180403,0.15,2.113244632,0.059554531,0.9,1.901920169
2018,CSEO,PelnBRF,Private,30,0.12987013,6.11096E-05,0.15,2.113244632,0.059554531,4.5,9.509600845
2019,CSEO,PelnBRF,Private,20,0.086206897,-7.39946E-05,0.15,2.113244632,0.059554531,3,6.339733897
2020,CSEO,PelnBRF,Private,15,0.109489051,0.00021155,0.15,2.113244632,0.059554531,2.25,4.754800422
2021,CSEO,PelnBRF,Private,13,0.040880503,3.69038E-05,0.15,2.113244632,0.059554531,1.95,4.120827033
2022,CSEO,PelnBRF,Private,32,0.104575163,4.48195E-06,0.15,2.113244632,0.059554531,4.8,10.14357423
2023,CSEO,PelnBRF,Private,20,0.057471264,6.663E-06,0.15,2.122189387,0.072319394,3,6.36656816
2024,CSEO,PelnBRF,Private,21,0.05785124,5.63518E-05,0.15,2.122189387,0.072319394,3.15,6.684896568
2000,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2001,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2002,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2003,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2004,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2005,CSEO,Slope_lg,Charter,0,0,0,0.9,9.699759904,1.150459607,0,0
2006,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2007,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2008,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2009,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2010,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2011,CSEO,Slope_lg,Charter,1,0.25,0.0625,0.9,12.16148008,0.363547428,0.9,10.94533207
2012,CSEO,Slope_lg,Charter,0,0,0,0.9,12.16148008,0.363547428,0,0
2013,CSEO,Slope_lg,Charter,0,0,0,0.2,12.16148008,0.363547428,0,0
2014,CSEO,Slope_lg,Charter,0,0,0,0.2,12.16148008,0.363547428,0,0
2015,CSEO,Slope_lg,Charter,0,0,0,0.2,12.16148008,0.363547428,0,0
2016,CSEO,Slope_lg,Charter,0,0,0,0.2,12.92596863,0.259892635,0,0
2017,CSEO,Slope_lg,Charter,2,0.117647059,0.006487889,0.2,12.92596863,0.259892635,0.4,5.170387452
2018,CSEO,Slope_lg,Charter,32,0.438356164,0.003419445,0.2,13.99774705,0.531351101,6.4,89.58558113
2019,CSEO,Slope_lg,Charter,4,0.266666667,0.013968254,0.2,10.86486221,0.636260275,0.8,8.691889764
2020,CSEO,Slope_lg,Charter,0,0,0,0.2,12.92596863,0.259892635,0,0
2021,CSEO,Slope_lg,Charter,12,0.12244898,0.001107786,0.2,15.13325684,0.688464311,2.4,36.31981641
2022,CSEO,Slope_lg,Charter,19,0.655172414,0.008068626,0.2,16.39810777,0.78638283,3.8,62.31280954
2023,CSEO,Slope_lg,Charter,15,0.384615385,0.006228589,0.2,13.75792839,0.584332749,3,41.27378518
2024,CSEO,Slope_lg,Charter,27,0.341772152,0.002884153,0.2,11.98623875,0.557302752,5.4,64.72568925
2000,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2001,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2002,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2003,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2004,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2005,CSEO,Slope_lg,Private,0,0,0,0.9,7.803368303,1.704794916,0,0
2006,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2007,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2008,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2009,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2010,CSEO,Slope_lg,Private,5,0.416666667,0.02209596,0.9,10.53689428,0.890957793,4.5,47.41602425
2011,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2012,CSEO,Slope_lg,Private,0,0,0,0.9,10.53689428,0.890957793,0,0
2013,CSEO,Slope_lg,Private,0,0,0,0.8,10.53689428,0.890957793,0,0
2014,CSEO,Slope_lg,Private,0,0,0,0.8,10.53689428,0.890957793,0,0
2015,CSEO,Slope_lg,Private,0,0,0,0.8,10.53689428,0.890957793,0,0
2016,CSEO,Slope_lg,Private,0,0,0,0.8,11.30138283,0.787302999,0,0
2017,CSEO,Slope_lg,Private,0,0,0,0.7,11.30138283,0.787302999,0,0
2018,CSEO,Slope_lg,Private,6,0.545454545,0.024793388,0.6,11.30138283,0.787302999,3.6,40.68497819
2019,CSEO,Slope_lg,Private,0,0,0,0.5,11.30138283,0.787302999,0,0
2020,CSEO,Slope_lg,Private,0,0,0,0.2,11.30138283,0.787302999,0,0
2021,CSEO,Slope_lg,Private,0,0,0,0.2,11.30138283,0.787302999,0,0
2022,CSEO,Slope_lg,Private,0,0,0,0.2,11.30138283,0.787302999,0,0
2023,CSEO,Slope_lg,Private,7,0.538461538,0.020710059,0.2,12.2502009,1.014241384,1.4,17.15028127
2024,CSEO,Slope_lg,Private,2,0.285714286,0.034013605,0.2,12.2502009,1.014241384,0.4,4.900080362
2000,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2001,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2002,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2003,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2004,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2005,CSEO,Slope_sm,Charter,0,0,0,0.9,4.068831546,0.16439094,0,0
2006,CSEO,Slope_sm,Charter,9,1,0,0.9,3.361683793,0.050093521,8.1,27.22963872
2007,CSEO,Slope_sm,Charter,1,1,0,0.9,3.361683793,0.050093521,0.9,3.025515414
2008,CSEO,Slope_sm,Charter,3,1,0,0.9,3.361683793,0.050093521,2.7,9.076546241
2009,CSEO,Slope_sm,Charter,0,0,0,0.9,3.361683793,0.050093521,0,0
