"","Region","RptArea","year","GuiBRF","var_GuiBRF","GuiBRF_UPRLWR95","PRIV_rfharv","var_PRIV_rfharv","PrivBRF_UPRLWR95","TotalBRFharv","var_totalBRFharv","TotalBRF_UPRLWR95"
"47","SC","EASTSIDE",2019,5242.999998288,84560.057905856,569.952558070526,1827.15456034954,1939226.08965312,2150.29323336188,6681.88421456326,1288162.98102171,2224.54644992929
"48","SC","EASTSIDE",2020,1353.153845712,5623.812136176,146.984477759843,285.07252075142,20342.545329166,202.980687095626,1559.03955508023,16348.8119627619,250.610446781745
"49","SC","EASTSIDE",2021,2542.346153016,19852.070804124,276.158858632351,450.569516204791,34555.2892761411,327.289334084447,2946.53351335292,47735.8453265732,428.231273270138
"50","SC","EASTSIDE",2022,1703,0,0,106.351444291609,7115.35118910381,NA,NA,NA,NA
"51","SC","SKMA",1998,20.730769224,1.319979804,2.25185133058255,7.92150114760534,23.0192672260885,7.85165438249836,27.3320201776973,17.3675840684226,8.16818896434528
"52","SC","SKMA",1999,68.788461516,14.533413999,7.47205214238755,25.8182259625656,244.52840246753,21.88726401475,87.1969723962345,139.234665053605,23.1275569239366
"53","SC","SKMA",2000,4.71153846,0.068180775,0.511784393314216,19.0702805405314,133.410705116905,16.8597046491207,18.8920034851419,74.0606945337413,16.8674705904833
"54","SC","SKMA",2001,7.538461536,0.174542784,0.818855029302745,7.92150114760534,23.0192672260885,7.72976255196955,14.0358725888528,15.7277573586124,7.77301438753623
"55","SC","SKMA",2002,82.923076896,21.119676864,9.0074053223302,29.0455042078862,309.481259372967,21.0495819548763,100.595341506162,136.458311931433,22.8958129603601
"56","SC","SKMA",2003,97.999999968,29.497730496,10.6451153809357,42.2480061205618,654.770267764295,36.8055805030041,128.951747773656,382.124437119051,38.3140866736576
"57","SC","SKMA",2004,149.826923028,68.947126911,16.2747437073921,58.6777862785581,1263.05993010088,54.422349260297,195.575705553249,839.925911534529,56.8036916208009
"58","SC","SKMA",2005,120.615384576,44.682952704,13.1016804688439,84.2026233097309,2600.92458456198,82.2386323499361,189.816391050456,1805.19749112235,83.2757268469969
"59","SC","SKMA",2006,179.980769172,99.492114111,19.550163824603,88.8968462120155,2899.00672806579,84.4003294372808,250.92729066129,1953.7756441822,86.6350074432406
"60","SC","SKMA",2007,913.096153548,2560.763546991,99.183815424295,336.810493238924,41614.7933529917,357.933494734214,1214.2443592477,35910.510176689,371.42134550234
"61","SC","SKMA",2008,981.884615064,2961.129239484,106.655867566683,331.529492473853,40320.0306186452,274.275671886635,1211.74506306869,22543.3721041407,294.28322798839
"62","SC","SKMA",2009,721,0,0,237.64503442816,20717.3405034796,159.246429621199,853.801636788471,6601.26648976976,159.246429621199
"63","SC","SKMA",2010,376.9230768,436.35696,40.9427514651373,188.942471816957,13095.9105792579,169.423746746104,518.264210780132,7908.34934897542,174.300645033299
"64","SC","SKMA",2011,520.153845984,830.998194624,56.5009970218894,161.994954591322,13094.4023311972,161.558124700284,636.516418975204,7625.30985035924,171.153119519161
"65","SC","SKMA",2012,535.230769056,879.870174144,58.1387070804949,591,113950.990644289,494.12352095066,975.583710105,64436.2149150532,497.532072551779
"66","SC","SKMA",2013,817.923076656,2054.761288944,88.8457706793479,209.797297297297,18918.407507864,180.641024448073,958.216974756,10548.9251044504,201.307602144719
"67","SC","SKMA",2014,524.865384444,846.120690519,57.0127814152036,219.902635104958,18177.0150373466,205.91852391403,695.900767352279,11883.8233380963,213.665382632823
"68","SC","SKMA",2015,515.442307524,816.012060279,55.9892126285752,281.780946948089,62212.4072839494,357.695803676003,721.587315976946,34121.4806065674,362.051211706561
"69","SC","SKMA",2016,644.442307802,866.303478996,57.6887462587898,94.4187898089173,4384.85633984141,108.326469993388,723.222985548815,3920.92241413456,122.729847820892
"70","SC","SKMA",2017,560.307692261,225.53500188,29.4349327028653,229.248134328358,18017.1171281788,187.570058488868,723.560151527649,9383.83540835574,189.865589575203
"71","SC","SKMA",2018,564.442307508,978.533210031,61.3117703190431,107.642453798768,4325.82548085818,97.9564058049752,646.164170380818,3476.30951111101,115.562063921877
"72","SC","SKMA",2019,554.076922896,944.377608384,60.2322257630247,230.324412889132,30814.6911022494,271.05809068435,735.457398046191,20069.8692070525,277.669605008926
"73","SC","SKMA",2020,240.28846146,177.338195775,26.101004059025,57.128003494976,816.944726512398,40.6769525566549,281.547575082565,608.047918103289,48.3309102147435
"74","SC","SKMA",2021,1345.615384176,5561.325819504,146.16562273054,253.318459370596,10922.5639907573,184.008076216628,1572.85694343648,14375.0940704787,234.996513551055
"75","SC","WKMA",1998,94.082474187,22.459761324,9.28877920408696,42.6866041625117,681.090329904363,42.7064196680616,129.654644308198,497.219830270429,43.7049161990603
"76","SC","WKMA",1999,195.390476148,51.871524236,14.1162901466716,65.7604442503559,1616.40794876499,56.2707145848521,242.277967768336,876.109685390177,58.0143341545424
"77","SC","WKMA",2000,280.823529448,75.562306512,17.0376100641052,111.331278423848,4632.93164693346,99.3489037120512,363.608326270382,2644.85756598368,100.799230282195
"78","SC","WKMA",2001,1101.049180176,1045.09370304,63.3627017226891,340.915987297898,43442.6427171888,335.777233932641,1380.67690006003,30393.8938976088,341.703354968976
"79","SC","WKMA",2002,711.403508402,1265.237498349,69.7175471001205,253.812240966286,24079.4535919439,185.655148373389,865.831438161837,10237.4975247821,198.313818205396
"80","SC","WKMA",2003,822.630434616,1223.726326792,68.5643278753912,319.284262215544,38104.5226301576,280.760463617686,1056.5445732906,21742.8948843768,289.011254085065
"81","SC","WKMA",2004,555.358974616,575.570682288,47.0224662589871,233.622630889422,20400.9936746828,218.707919929656,737.505432609463,13026.9331978953,223.705758917902
"82","SC","WKMA",2005,1056.831932497,682.176724691,51.1922856060652,365.143519390134,49836.633162719,359.975210713806,1356.92114654055,34413.4741862823,363.59703303798
"83","SC","WKMA",2006,504.053571678,353.95641828,36.8749098502552,212.567751809264,16889.4792459744,203.704562410644,673.698988970966,11155.5882245358,207.015235486127
"84","SC","WKMA",2007,811.29113982,5166.352479312,140.879592860446,474.455836806296,84142.0498529699,508.943469151179,1235.51047623066,72592.2830269061,528.081920232233
"85","SC","WKMA",2008,744.0944886,920.70189,59.4724169731145,344.95390931327,44477.8353424251,288.027269149245,983.262532275549,22515.7945007798,294.103172635379
"86","SC","WKMA",2009,1116.680555387,6296.181722793,155.523026289619,533.294129030298,106305.346099679,360.622822475625,1414.69786256669,40148.9566317596,392.72920924801
"87","SC","WKMA",2010,424.535353255,1596.186664683,78.3065175515181,365.143519390134,49836.633162719,330.413934208231,697.686215524316,30014.9100921511,339.566309592114
"88","SC","WKMA",2011,963.210145397,1081.254773534,64.4495798125031,321.168516649849,51469.3443018351,320.302464935541,1193.90865730699,27787.2285979258,326.722232763233
"89","SC","WKMA",2012,998.43356611,2275.066871524,93.4874156966947,1124.70261437908,412684.875481518,940.341820371244,1836.44727854203,232450.70700561,944.977584936676
"90","SC","WKMA",2013,877.752212634,1456.265407932,74.795649546692,401.959459459459,69446.3308275021,346.097730899062,1146.547188414,32636.9295409702,354.087600071778
"91","SC","WKMA",2014,1431.840909205,1516.534430593,76.3277057729765,806.870924519875,244720.207028088,755.560158189917,2059.40718401087,150118.979412885,759.405735633158
"92","SC","WKMA",2015,1163.184465664,5711.185805312,148.121880185496,924.551055333714,669754.368953018,1173.63518136666,1839.56655317278,364264.793401509,1182.94532009355
"93","SC","WKMA",2016,1441.43302296,5416.939567264,144.255727933422,295.126971451387,25370.2591946919,260.680371781963,1687.67958976475,23105.9900234236,297.932830137909
"94","SC","WKMA",2017,1434.514643562,5222.631488607,141.644841510846,997.883395522388,341376.22709592,816.464864203043,2145.12857661608,178747.952833384,828.660446506726
"95","SC","WKMA",2018,1985.759034461,38679.699418437,385.476242180848,688.366273100616,176905.356555074,626.424645766242,2508.36486693084,140826.679016355,735.526865661092
"96","SC","WKMA",2019,4473.585252832,24240.49845392,305.159464641979,4547.86311787072,3743126.05375538,2993.85369090569,8055.02745815519,2357424.56825547,3009.36575068738
"97","SC","WKMA",2020,2568.648647808,31223.204462592,346.33374404394,763.283093053735,145836.37674786,543.481799887757,3119.9086592883,108111.081078907,644.452891275017
"98","SC","WKMA",2021,1292.4375,76193.422058482,541.021857395673,1237.54344762799,260682.472630994,898.939578261753,2402.58676977807,286546.495091963,1049.18874162149
"99","SC","WKMA",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","SC","NORTHEAST",2022,NA,NA,NA,3518.90054175611,1057319.14144724,NA,NA,NA,NA
