"USER","YEAR","PORT","CFMU","Pel","NP","BRF","YE"
"Private",2000,"Homer","CI",41,0,27,0
"Private",2000,"Kodiak","AFOGNAK",21,7,4,7
"Private",2000,"Kodiak","EASTSIDE",11,0,11,0
"Private",2000,"Kodiak","NORTHEAST",194,1,145,1
"Private",2000,"Seward","NG",112,24,101,10
"Private",2000,"Seward","PWSI",17,1,17,1
"Private",2000,"Seward","PWSO",18,10,18,6
"Private",2000,"Valdez","PWSI",7,110,0,52
"Private",2000,"Valdez","PWSO",0,8,0,8
"Private",2000,"Whittier","PWSI",14,28,2,20
"Private",2000,"Whittier","PWSO",0,2,0,2
"Private",2001,"Homer","CI",55,1,30,0
"Private",2001,"Kodiak","EASTSIDE",10,0,10,0
"Private",2001,"Kodiak","NORTHEAST",89,0,71,0
"Private",2001,"Seward","NG",130,36,121,32
"Private",2001,"Seward","PWSI",0,1,0,1
"Private",2001,"Seward","PWSO",25,14,25,14
"Private",2001,"Valdez","PWSI",30,96,28,40
"Private",2001,"Valdez","PWSO",9,4,9,4
"Private",2001,"Whittier","PWSI",24,92,18,65
"Private",2002,"Homer","CI",32,0,10,0
"Private",2002,"Homer","NG",10,2,5,2
"Private",2002,"Kodiak","AFOGNAK",7,0,4,0
"Private",2002,"Kodiak","NORTHEAST",154,12,100,11
"Private",2002,"Seward","NG",241,26,215,15
"Private",2002,"Seward","PWSI",1,2,1,2
"Private",2002,"Seward","PWSO",1,5,1,4
"Private",2002,"Valdez","PWSI",46,87,35,34
"Private",2002,"Valdez","PWSO",13,13,10,11
"Private",2002,"Whittier","PWSI",13,44,2,30
"Private",2003,"Homer","CI",40,1,26,0
"Private",2003,"Homer","NG",39,11,30,9
"Private",2003,"Kodiak","AFOGNAK",0,6,0,6
"Private",2003,"Kodiak","EASTSIDE",4,0,4,0
"Private",2003,"Kodiak","NORTHEAST",186,1,137,1
"Private",2003,"Seward","NG",230,27,214,26
"Private",2003,"Seward","PWSI",28,2,28,0
"Private",2003,"Seward","PWSO",40,4,40,4
"Private",2003,"Valdez","PWSI",27,129,13,66
"Private",2003,"Valdez","PWSO",16,1,14,0
"Private",2003,"Whittier","PWSI",31,163,0,89
"Private",2004,"Homer","CI",27,3,5,1
"Private",2004,"Homer","NG",2,0,2,0
"Private",2004,"Kodiak","AFOGNAK",5,0,4,0
"Private",2004,"Kodiak","EASTSIDE",1,0,1,0
"Private",2004,"Kodiak","NORTHEAST",113,5,92,5
"Private",2004,"Seward","NG",326,112,301,82
"Private",2004,"Seward","PWSI",3,1,3,1
"Private",2004,"Seward","PWSO",31,3,31,1
"Private",2004,"Valdez","PWSI",13,91,2,26
"Private",2004,"Valdez","PWSO",16,1,16,0
"Private",2004,"Whittier","PWSI",21,114,0,82
"Private",2004,"Whittier","PWSO",0,4,0,1
"Private",2005,"Homer","CI",24,1,14,1
"Private",2005,"Homer","NG",18,0,17,0
"Private",2005,"Kodiak","NORTHEAST",173,1,143,1
"Private",2005,"Seward","NG",155,71,131,37
"Private",2005,"Seward","PWSO",16,0,16,0
"Private",2005,"Valdez","PWSI",8,31,0,14
"Private",2005,"Valdez","PWSO",5,0,5,0
"Private",2005,"Whittier","PWSI",38,201,2,137
"Private",2005,"Whittier","PWSO",17,21,17,12
"Private",2006,"Homer","CI",10,2,2,1
"Private",2006,"Homer","NG",11,5,5,4
"Private",2006,"Kodiak","NORTHEAST",98,6,83,4
"Private",2006,"Seward","NG",206,90,193,52
"Private",2006,"Seward","PWSI",16,2,15,2
"Private",2006,"Seward","PWSO",19,2,17,1
"Private",2006,"Valdez","PWSI",2,50,1,20
"Private",2006,"Whittier","PWSI",45,219,23,135
"Private",2006,"Whittier","PWSO",21,1,21,0
"Private",2007,"Homer","CI",22,0,8,0
"Private",2007,"Homer","NG",23,8,23,8
"Private",2007,"Kodiak","NORTHEAST",84,1,76,1
"Private",2007,"Seward","NG",180,45,152,22
"Private",2007,"Seward","PWSI",1,0,1,0
"Private",2007,"Seward","PWSO",25,2,25,2
"Private",2007,"Valdez","PWSI",7,28,3,8
"Private",2007,"Whittier","PWSI",108,174,73,117
"Private",2007,"Whittier","PWSO",0,1,0,0
"Private",2008,"Homer","CI",26,0,12,0
"Private",2008,"Kodiak","NORTHEAST",73,2,52,1
"Private",2008,"Seward","NG",167,52,152,28
"Private",2008,"Seward","PWSI",8,1,8,1
"Private",2008,"Seward","PWSO",13,6,12,6
"Private",2008,"Valdez","PWSI",40,57,22,19
"Private",2008,"Valdez","PWSO",10,1,10,1
"Private",2008,"Whittier","PWSI",142,285,56,135
"Private",2008,"Whittier","PWSO",0,3,0,2
"Private",2009,"Homer","CI",103,0,14,0
"Private",2009,"Homer","NG",19,7,11,7
"Private",2009,"Kodiak","AFOGNAK",7,0,1,0
"Private",2009,"Kodiak","NORTHEAST",61,7,38,7
"Private",2009,"Seward","NG",434,94,389,34
"Private",2009,"Seward","PWSI",12,2,7,2
"Private",2009,"Seward","PWSO",31,12,29,10
"Private",2009,"Valdez","PWSI",53,235,47,70
"Private",2009,"Valdez","PWSO",15,22,15,13
"Private",2009,"Whittier","PWSI",52,125,27,79
"Private",2009,"Whittier","PWSO",19,1,15,1
"Private",2010,"Homer","CI",164,1,37,0
"Private",2010,"Homer","NG",75,3,58,0
"Private",2010,"Kodiak","NORTHEAST",47,1,31,0
"Private",2010,"Kodiak","WESTSIDE",1,0,0,0
"Private",2010,"Seward","NG",339,129,306,68
"Private",2010,"Seward","PWSI",30,0,26,0
"Private",2010,"Seward","PWSO",54,15,53,11
"Private",2010,"Valdez","PWSI",68,160,59,60
"Private",2010,"Valdez","PWSO",18,5,18,4
"Private",2010,"Whittier","PWSI",68,140,42,63
"Private",2010,"Whittier","PWSO",6,5,6,0
"Private",2011,"Homer","CI",141,9,52,3
"Private",2011,"Homer","NG",0,6,0,6
"Private",2011,"Kodiak","AFOGNAK",2,0,0,0
"Private",2011,"Kodiak","NORTHEAST",67,4,51,3
"Private",2011,"Seward","NG",268,113,239,54
"Private",2011,"Seward","PWSI",28,0,28,0
"Private",2011,"Seward","PWSO",85,11,79,9
"Private",2011,"Valdez","PWSI",37,151,14,51
"Private",2011,"Valdez","PWSO",35,8,35,8
"Private",2011,"Whittier","PWSI",103,180,76,84
"Private",2012,"Homer","CI",62,1,32,1
"Private",2012,"Homer","NG",9,17,9,17
"Private",2012,"Kodiak","AFOGNAK",14,2,14,2
"Private",2012,"Kodiak","NORTHEAST",151,2,114,2
"Private",2012,"Seward","NG",395,101,374,56
"Private",2012,"Seward","PWSI",5,3,5,2
"Private",2012,"Seward","PWSO",116,37,111,23
"Private",2012,"Valdez","PWSI",44,129,24,51
"Private",2012,"Valdez","PWSO",90,31,87,23
"Private",2012,"Whittier","PWSI",87,186,18,105
"Private",2012,"Whittier","PWSO",5,2,5,2
"Private",2013,"Homer","CI",71,7,32,4
"Private",2013,"Homer","NG",106,22,97,19
"Private",2013,"Kodiak","AFOGNAK",20,0,12,0
"Private",2013,"Kodiak","NORTHEAST",153,10,109,6
"Private",2013,"Seward","NG",442,76,402,48
"Private",2013,"Seward","PWSI",7,5,4,1
"Private",2013,"Seward","PWSO",115,17,112,5
"Private",2013,"Valdez","PWSI",56,183,26,61
"Private",2013,"Valdez","PWSO",90,57,85,34
"Private",2013,"Whittier","PWSI",181,219,101,85
"Private",2013,"Whittier","PWSO",37,11,12,4
"Private",2014,"Homer","AFOGNAK",7,1,5,1
"Private",2014,"Homer","CI",117,4,35,4
"Private",2014,"Homer","NG",16,6,14,3
"Private",2014,"Kodiak","NORTHEAST",115,11,98,10
"Private",2014,"Seward","NG",371,120,332,72
"Private",2014,"Seward","PWSI",1,4,1,2
"Private",2014,"Seward","PWSO",133,32,126,26
"Private",2014,"Valdez","PWSI",33,257,14,142
"Private",2014,"Valdez","PWSO",73,30,72,22
"Private",2014,"Whittier","NG",16,0,16,0
"Private",2014,"Whittier","PWSI",80,119,23,38
"Private",2015,"Homer","CI",152,6,46,4
"Private",2015,"Homer","NG",40,14,38,12
"Private",2015,"Kodiak","AFOGNAK",1,3,0,3
"Private",2015,"Kodiak","EASTSIDE",16,0,16,0
"Private",2015,"Kodiak","NORTHEAST",365,15,278,11
"Private",2015,"Seward","NG",380,84,335,47
"Private",2015,"Seward","PWSI",0,7,0,4
"Private",2015,"Seward","PWSO",29,6,26,2
"Private",2015,"Valdez","PWSI",100,172,62,78
"Private",2015,"Valdez","PWSO",106,32,98,26
"Private",2015,"Whittier","PWSI",46,168,15,66
"Private",2015,"Whittier","PWSO",19,9,19,7
"Private",2016,"Homer","CI",105,2,39,0
"Private",2016,"Homer","NG",7,3,3,3
"Private",2016,"Kodiak","NORTHEAST",314,6,267,5
"Private",2016,"Seward","NG",349,92,302,49
"Private",2016,"Seward","PWSI",11,4,7,0
"Private",2016,"Seward","PWSO",75,23,60,20
"Private",2016,"Valdez","PWSI",13,72,11,31
"Private",2016,"Valdez","PWSO",92,29,85,27
"Private",2016,"Whittier","PWSI",8,19,1,6
"Private",2016,"Whittier","PWSO",1,3,1,1
"Private",2017,"Homer","CI",75,6,33,3
"Private",2017,"Homer","NG",64,11,58,9
"Private",2017,"Kodiak","EASTSIDE",25,0,24,0
"Private",2017,"Kodiak","NORTHEAST",320,10,235,6
"Private",2017,"Seward","NG",109,29,87,11
"Private",2017,"Seward","PWSI",1,0,1,0
"Private",2017,"Seward","PWSO",93,11,79,4
"Private",2017,"Valdez","PWSI",0,17,0,10
"Private",2017,"Valdez","PWSO",20,16,20,14
"Private",2017,"Whittier","PWSI",24,70,23,41
"Private",2018,"Homer","AFOGNAK",23,3,12,1
"Private",2018,"Homer","CI",164,7,94,3
"Private",2018,"Homer","NG",59,25,49,17
"Private",2018,"Kodiak","AFOGNAK",5,0,4,0
"Private",2018,"Kodiak","EASTSIDE",2,0,2,0
"Private",2018,"Kodiak","NORTHEAST",286,13,227,6
"Private",2018,"Seward","NG",197,85,149,50
"Private",2018,"Seward","PWSI",2,3,2,0
"Private",2018,"Seward","PWSO",41,18,41,13
"Private",2018,"Valdez","PWSI",27,73,19,26
"Private",2018,"Valdez","PWSO",42,3,42,1
"Private",2018,"Whittier","PWSI",65,74,50,45
"Private",2018,"Whittier","PWSO",3,6,3,3
"Private",2019,"Homer","CI",222,6,168,2
"Private",2019,"Homer","NG",22,9,15,9
"Private",2019,"Kodiak","AFOGNAK",10,17,7,17
"Private",2019,"Kodiak","NORTHEAST",229,11,189,9
"Private",2019,"Seward","NG",232,97,177,59
"Private",2019,"Seward","PWSO",82,39,69,20
"Private",2019,"Valdez","PWSI",72,86,65,36
"Private",2019,"Valdez","PWSO",86,19,59,14
"Private",2019,"Whittier","PWSI",53,106,36,63
"Private",2019,"Whittier","PWSO",14,6,10,4
"Private",2020,"Homer","CI",72,4,64,4
"Private",2020,"Homer","NG",11,5,8,5
"Private",2020,"Kodiak","AFOGNAK",1,0,1,0
"Private",2020,"Kodiak","NORTHEAST",97,11,78,8
"Private",2020,"Seward","NG",160,89,141,50
"Private",2020,"Seward","PWSI",4,5,4,2
"Private",2020,"Seward","PWSO",59,20,54,15
"Private",2020,"Valdez","PWSI",52,65,41,22
"Private",2020,"Valdez","PWSO",62,23,60,20
"Private",2020,"Whittier","PWSI",50,87,36,53
"Private",2020,"Whittier","PWSO",9,3,3,0
"Private",2021,"Homer","CI",76,6,48,2
"Private",2021,"Homer","NG",5,3,4,2
"Private",2021,"Kodiak","NORTHEAST",201,3,183,1
"Private",2021,"Seward","NG",130,32,118,21
"Private",2021,"Seward","PWSI",21,4,21,3
"Private",2021,"Seward","PWSO",12,2,12,2
"Private",2021,"Valdez","PWSI",88,65,69,18
"Private",2021,"Valdez","PWSO",40,23,37,19
"Private",2021,"Whittier","PWSI",10,60,0,36
"Private",2021,"Whittier","PWSO",3,2,2,2
"Private",2022,"Homer","CI",119,7,46,1
"Private",2022,"Homer","NG",26,7,12,7
"Private",2022,"Kodiak","NORTHEAST",108,4,106,2
"Private",2022,"Seward","NG",229,54,220,32
"Private",2022,"Seward","PWSI",0,9,0,5
"Private",2022,"Seward","PWSO",50,12,49,5
"Private",2022,"Valdez","PWSI",60,178,26,53
"Private",2022,"Valdez","PWSO",32,19,21,18
"Private",2022,"Whittier","PWSI",33,98,5,70
"Private",2023,"Homer","AFOGNAK",5,10,5,9
"Private",2023,"Homer","CI",33,10,24,7
"Private",2023,"Homer","NG",70,11,53,2
"Private",2023,"Kodiak","NORTHEAST",164,8,150,2
"Private",2023,"Seward","NG",229,44,212,27
"Private",2023,"Seward","PWSI",37,5,36,4
"Private",2023,"Seward","PWSO",60,12,60,4
"Private",2023,"Valdez","PWSI",98,114,63,25
"Private",2023,"Valdez","PWSO",41,17,37,14
"Private",2023,"Whittier","PWSI",43,6,37,5
"Private",2023,"Whittier","PWSO",3,2,3,2
"Private",2024,"Homer","CI",45,2,23,1
"Private",2024,"Homer","NG",18,15,18,14
"Private",2024,"Kodiak","NORTHEAST",165,18,152,13
"Private",2024,"Kodiak","WESTSIDE",1,0,0,0
"Private",2024,"Seward","NG",217,111,190,65
"Private",2024,"Seward","PWSI",0,5,0,5
"Private",2024,"Seward","PWSO",33,12,31,9
"Private",2024,"Valdez","PWSI",95,109,59,25
"Private",2024,"Valdez","PWSO",53,7,49,1
"Private",2024,"Whittier","PWSI",2,34,0,18
"Private",1992,"Kodiak","NORTHEAST",0,0,0,0
"Private",1992,"Kodiak","AFOGNAK",0,0,0,0
"Private",1992,"Kodiak","CI",0,0,0,0
"Private",1992,"Kodiak","NG",0,0,0,0
"Private",1992,"Kodiak","PWSO",0,0,0,0
"Private",1992,"Kodiak","PWSI",0,0,0,0
"Private",1992,"Kodiak","EASTSIDE",0,0,0,0
"Private",1992,"Kodiak","WESTSIDE",0,0,0,0
"Private",1992,"Homer","NORTHEAST",0,0,0,0
"Private",1992,"Homer","AFOGNAK",0,0,0,0
"Private",1992,"Homer","CI",0,0,0,0
"Private",1992,"Homer","NG",0,0,0,0
"Private",1992,"Homer","PWSO",0,0,0,0
"Private",1992,"Homer","PWSI",0,0,0,0
"Private",1992,"Homer","EASTSIDE",0,0,0,0
"Private",1992,"Homer","WESTSIDE",0,0,0,0
"Private",1992,"Seward","NORTHEAST",0,0,0,0
"Private",1992,"Seward","AFOGNAK",0,0,0,0
"Private",1992,"Seward","CI",0,0,0,0
"Private",1992,"Seward","NG",0,0,0,0
"Private",1992,"Seward","PWSO",0,0,0,0
"Private",1992,"Seward","PWSI",0,0,0,0
"Private",1992,"Seward","EASTSIDE",0,0,0,0
"Private",1992,"Seward","WESTSIDE",0,0,0,0
"Private",1992,"Valdez","NORTHEAST",0,0,0,0
"Private",1992,"Valdez","AFOGNAK",0,0,0,0
"Private",1992,"Valdez","CI",0,0,0,0
"Private",1992,"Valdez","NG",0,0,0,0
"Private",1992,"Valdez","PWSO",0,0,0,0
"Private",1992,"Valdez","PWSI",0,0,0,0
"Private",1992,"Valdez","EASTSIDE",0,0,0,0
"Private",1992,"Valdez","WESTSIDE",0,0,0,0
"Private",1992,"Whittier","NORTHEAST",0,0,0,0
"Private",1992,"Whittier","AFOGNAK",0,0,0,0
"Private",1992,"Whittier","CI",0,0,0,0
"Private",1992,"Whittier","NG",0,0,0,0
"Private",1992,"Whittier","PWSO",0,0,0,0
"Private",1992,"Whittier","PWSI",0,0,0,0
"Private",1992,"Whittier","EASTSIDE",0,0,0,0
"Private",1992,"Whittier","WESTSIDE",0,0,0,0
"Private",1992,"Cordova","NORTHEAST",0,0,0,0
"Private",1992,"Cordova","AFOGNAK",0,0,0,0
"Private",1992,"Cordova","CI",0,0,0,0
"Private",1992,"Cordova","NG",0,0,0,0
"Private",1992,"Cordova","PWSO",0,0,0,0
"Private",1992,"Cordova","PWSI",0,0,0,0
"Private",1992,"Cordova","EASTSIDE",0,0,0,0
"Private",1992,"Cordova","WESTSIDE",0,0,0,0
"Private",1993,"Kodiak","CI",0,0,0,0
"Private",1993,"Kodiak","NG",0,0,0,0
"Private",1993,"Kodiak","PWSO",0,0,0,0
"Private",1993,"Kodiak","PWSI",0,0,0,0
"Private",1993,"Kodiak","EASTSIDE",0,0,0,0
"Private",1993,"Kodiak","WESTSIDE",0,0,0,0
"Private",1993,"Homer","NORTHEAST",0,0,0,0
"Private",1993,"Homer","AFOGNAK",0,0,0,0
"Private",1993,"Homer","NG",0,0,0,0
"Private",1993,"Homer","PWSO",0,0,0,0
"Private",1993,"Homer","PWSI",0,0,0,0
"Private",1993,"Homer","EASTSIDE",0,0,0,0
"Private",1993,"Homer","WESTSIDE",0,0,0,0
"Private",1993,"Seward","NORTHEAST",0,0,0,0
"Private",1993,"Seward","AFOGNAK",0,0,0,0
"Private",1993,"Seward","CI",0,0,0,0
"Private",1993,"Seward","PWSI",0,0,0,0
"Private",1993,"Seward","EASTSIDE",0,0,0,0
"Private",1993,"Seward","WESTSIDE",0,0,0,0
"Private",1993,"Valdez","NORTHEAST",0,0,0,0
"Private",1993,"Valdez","AFOGNAK",0,0,0,0
"Private",1993,"Valdez","CI",0,0,0,0
"Private",1993,"Valdez","NG",0,0,0,0
"Private",1993,"Valdez","EASTSIDE",0,0,0,0
"Private",1993,"Valdez","WESTSIDE",0,0,0,0
"Private",1993,"Whittier","NORTHEAST",0,0,0,0
"Private",1993,"Whittier","AFOGNAK",0,0,0,0
"Private",1993,"Whittier","CI",0,0,0,0
"Private",1993,"Whittier","NG",0,0,0,0
"Private",1993,"Whittier","PWSO",0,0,0,0
"Private",1993,"Whittier","PWSI",0,0,0,0
"Private",1993,"Whittier","EASTSIDE",0,0,0,0
"Private",1993,"Whittier","WESTSIDE",0,0,0,0
"Private",1993,"Cordova","NORTHEAST",0,0,0,0
"Private",1993,"Cordova","AFOGNAK",0,0,0,0
"Private",1993,"Cordova","CI",0,0,0,0
"Private",1993,"Cordova","NG",0,0,0,0
"Private",1993,"Cordova","PWSO",0,0,0,0
"Private",1993,"Cordova","PWSI",0,0,0,0
"Private",1993,"Cordova","EASTSIDE",0,0,0,0
"Private",1993,"Cordova","WESTSIDE",0,0,0,0
"Private",1994,"Kodiak","AFOGNAK",0,0,0,0
"Private",1994,"Kodiak","CI",0,0,0,0
"Private",1994,"Kodiak","NG",0,0,0,0
"Private",1994,"Kodiak","PWSO",0,0,0,0
"Private",1994,"Kodiak","PWSI",0,0,0,0
"Private",1994,"Kodiak","EASTSIDE",0,0,0,0
"Private",1994,"Kodiak","WESTSIDE",0,0,0,0
"Private",1994,"Homer","NORTHEAST",0,0,0,0
"Private",1994,"Homer","AFOGNAK",0,0,0,0
"Private",1994,"Homer","CI",0,0,0,0
"Private",1994,"Homer","NG",0,0,0,0
"Private",1994,"Homer","PWSO",0,0,0,0
"Private",1994,"Homer","PWSI",0,0,0,0
"Private",1994,"Homer","EASTSIDE",0,0,0,0
"Private",1994,"Homer","WESTSIDE",0,0,0,0
"Private",1994,"Seward","NORTHEAST",0,0,0,0
"Private",1994,"Seward","AFOGNAK",0,0,0,0
"Private",1994,"Seward","CI",0,0,0,0
"Private",1994,"Seward","PWSI",0,0,0,0
"Private",1994,"Seward","EASTSIDE",0,0,0,0
"Private",1994,"Seward","WESTSIDE",0,0,0,0
"Private",1994,"Valdez","NORTHEAST",0,0,0,0
"Private",1994,"Valdez","AFOGNAK",0,0,0,0
"Private",1994,"Valdez","CI",0,0,0,0
"Private",1994,"Valdez","NG",0,0,0,0
"Private",1994,"Valdez","PWSO",0,0,0,0
"Private",1994,"Valdez","EASTSIDE",0,0,0,0
"Private",1994,"Valdez","WESTSIDE",0,0,0,0
"Private",1994,"Whittier","NORTHEAST",0,0,0,0
"Private",1994,"Whittier","AFOGNAK",0,0,0,0
"Private",1994,"Whittier","CI",0,0,0,0
"Private",1994,"Whittier","NG",0,0,0,0
"Private",1994,"Whittier","PWSO",0,0,0,0
"Private",1994,"Whittier","PWSI",0,0,0,0
"Private",1994,"Whittier","EASTSIDE",0,0,0,0
"Private",1994,"Whittier","WESTSIDE",0,0,0,0
"Private",1994,"Cordova","NORTHEAST",0,0,0,0
"Private",1994,"Cordova","AFOGNAK",0,0,0,0
"Private",1994,"Cordova","CI",0,0,0,0
"Private",1994,"Cordova","NG",0,0,0,0
"Private",1994,"Cordova","PWSO",0,0,0,0
"Private",1994,"Cordova","PWSI",0,0,0,0
"Private",1994,"Cordova","EASTSIDE",0,0,0,0
"Private",1994,"Cordova","WESTSIDE",0,0,0,0
"Private",1995,"Kodiak","AFOGNAK",0,0,0,0
"Private",1995,"Kodiak","CI",0,0,0,0
"Private",1995,"Kodiak","NG",0,0,0,0
"Private",1995,"Kodiak","PWSO",0,0,0,0
"Private",1995,"Kodiak","PWSI",0,0,0,0
"Private",1995,"Kodiak","EASTSIDE",0,0,0,0
"Private",1995,"Kodiak","WESTSIDE",0,0,0,0
"Private",1995,"Homer","NORTHEAST",0,0,0,0
"Private",1995,"Homer","AFOGNAK",0,0,0,0
"Private",1995,"Homer","NG",0,0,0,0
"Private",1995,"Homer","PWSO",0,0,0,0
"Private",1995,"Homer","PWSI",0,0,0,0
"Private",1995,"Homer","EASTSIDE",0,0,0,0
"Private",1995,"Homer","WESTSIDE",0,0,0,0
"Private",1995,"Seward","NORTHEAST",0,0,0,0
"Private",1995,"Seward","AFOGNAK",0,0,0,0
"Private",1995,"Seward","CI",0,0,0,0
"Private",1995,"Seward","PWSI",0,0,0,0
"Private",1995,"Seward","EASTSIDE",0,0,0,0
"Private",1995,"Seward","WESTSIDE",0,0,0,0
"Private",1995,"Valdez","NORTHEAST",0,0,0,0
"Private",1995,"Valdez","AFOGNAK",0,0,0,0
"Private",1995,"Valdez","CI",0,0,0,0
"Private",1995,"Valdez","NG",0,0,0,0
"Private",1995,"Valdez","PWSO",0,0,0,0
"Private",1995,"Valdez","EASTSIDE",0,0,0,0
"Private",1995,"Valdez","WESTSIDE",0,0,0,0
"Private",1995,"Whittier","NORTHEAST",0,0,0,0
"Private",1995,"Whittier","AFOGNAK",0,0,0,0
"Private",1995,"Whittier","CI",0,0,0,0
"Private",1995,"Whittier","NG",0,0,0,0
"Private",1995,"Whittier","PWSO",0,0,0,0
"Private",1995,"Whittier","PWSI",0,0,0,0
"Private",1995,"Whittier","EASTSIDE",0,0,0,0
"Private",1995,"Whittier","WESTSIDE",0,0,0,0
"Private",1995,"Cordova","NORTHEAST",0,0,0,0
"Private",1995,"Cordova","AFOGNAK",0,0,0,0
"Private",1995,"Cordova","CI",0,0,0,0
"Private",1995,"Cordova","NG",0,0,0,0
"Private",1995,"Cordova","PWSO",0,0,0,0
"Private",1995,"Cordova","PWSI",0,0,0,0
"Private",1995,"Cordova","EASTSIDE",0,0,0,0
"Private",1995,"Cordova","WESTSIDE",0,0,0,0
"Private",1996,"Kodiak","AFOGNAK",0,0,0,0
"Private",1996,"Kodiak","CI",0,0,0,0
"Private",1996,"Kodiak","NG",0,0,0,0
"Private",1996,"Kodiak","PWSO",0,0,0,0
"Private",1996,"Kodiak","PWSI",0,0,0,0
"Private",1996,"Kodiak","EASTSIDE",0,0,0,0
"Private",1996,"Kodiak","WESTSIDE",0,0,0,0
"Private",1996,"Homer","NORTHEAST",0,0,0,0
"Private",1996,"Homer","AFOGNAK",0,0,0,0
"Private",1996,"Homer","PWSO",0,0,0,0
"Private",1996,"Homer","PWSI",0,0,0,0
"Private",1996,"Homer","EASTSIDE",0,0,0,0
"Private",1996,"Homer","WESTSIDE",0,0,0,0
"Private",1996,"Seward","NORTHEAST",0,0,0,0
"Private",1996,"Seward","AFOGNAK",0,0,0,0
"Private",1996,"Seward","CI",0,0,0,0
"Private",1996,"Seward","PWSO",0,0,0,0
"Private",1996,"Seward","EASTSIDE",0,0,0,0
"Private",1996,"Seward","WESTSIDE",0,0,0,0
"Private",1996,"Valdez","NORTHEAST",0,0,0,0
"Private",1996,"Valdez","AFOGNAK",0,0,0,0
"Private",1996,"Valdez","CI",0,0,0,0
"Private",1996,"Valdez","NG",0,0,0,0
"Private",1996,"Valdez","EASTSIDE",0,0,0,0
"Private",1996,"Valdez","WESTSIDE",0,0,0,0
"Private",1996,"Whittier","NORTHEAST",0,0,0,0
"Private",1996,"Whittier","AFOGNAK",0,0,0,0
"Private",1996,"Whittier","CI",0,0,0,0
"Private",1996,"Whittier","NG",0,0,0,0
"Private",1996,"Whittier","PWSO",0,0,0,0
"Private",1996,"Whittier","PWSI",0,0,0,0
"Private",1996,"Whittier","EASTSIDE",0,0,0,0
"Private",1996,"Whittier","WESTSIDE",0,0,0,0
"Private",1996,"Cordova","NORTHEAST",0,0,0,0
"Private",1996,"Cordova","AFOGNAK",0,0,0,0
"Private",1996,"Cordova","CI",0,0,0,0
"Private",1996,"Cordova","NG",0,0,0,0
"Private",1996,"Cordova","PWSO",0,0,0,0
"Private",1996,"Cordova","PWSI",0,0,0,0
"Private",1996,"Cordova","EASTSIDE",0,0,0,0
"Private",1996,"Cordova","WESTSIDE",0,0,0,0
"Private",1997,"Kodiak","AFOGNAK",0,0,0,0
"Private",1997,"Kodiak","CI",0,0,0,0
"Private",1997,"Kodiak","NG",0,0,0,0
