"USER","YEAR","PORT","CFMU","Pel","NP","BRF","YE"
"Charter",2003,"Valdez","PWSO",114,222,103,214
"Charter",2003,"Whittier","PWSI",61,240,3,166
"Charter",2003,"Whittier","PWSO",6,28,6,21
"Charter",2004,"Homer","CI",8,0,4,0
"Charter",2004,"Homer","NG",122,70,91,62
"Charter",2004,"Kodiak","EASTSIDE",2,0,2,0
"Charter",2004,"Seward","NG",514,119,481,98
"Charter",2004,"Seward","PWSI",171,46,150,32
"Charter",2004,"Seward","PWSO",222,82,204,64
"Charter",2004,"Valdez","PWSI",16,60,14,41
"Charter",2004,"Valdez","PWSO",86,207,82,202
"Charter",2004,"Whittier","PWSI",22,191,9,129
"Charter",2004,"Whittier","PWSO",68,19,63,9
"Charter",2005,"Homer","CI",56,1,25,0
"Charter",2005,"Homer","NG",61,64,50,57
"Charter",2005,"Seward","NG",304,120,283,75
"Charter",2005,"Seward","PWSI",35,10,35,6
"Charter",2005,"Seward","PWSO",137,27,125,15
"Charter",2005,"Valdez","PWSI",34,9,34,9
"Charter",2005,"Valdez","PWSO",94,71,94,62
"Charter",2005,"Whittier","PWSI",73,155,42,102
"Charter",2005,"Whittier","PWSO",4,6,4,4
"Charter",2006,"CCI","CI",1,0,0,0
"Charter",2006,"Homer","CI",6,1,3,1
"Charter",2006,"Homer","NG",109,63,80,61
"Charter",2006,"Kodiak","EASTSIDE",17,3,13,3
"Charter",2006,"Seward","NG",463,109,436,59
"Charter",2006,"Seward","PWSI",57,50,54,34
"Charter",2006,"Seward","PWSO",207,63,197,46
"Charter",2006,"Valdez","PWSI",11,52,10,32
"Charter",2006,"Valdez","PWSO",101,99,101,97
"Charter",2006,"Whittier","PWSI",36,182,16,107
"Charter",2006,"Whittier","PWSO",9,4,9,4
"Charter",2007,"Homer","CI",10,0,1,0
"Charter",2007,"Homer","NG",203,33,186,32
"Charter",2007,"Kodiak","EASTSIDE",26,0,26,0
"Charter",2007,"Seward","NG",329,50,322,22
"Charter",2007,"Seward","PWSI",163,27,153,11
"Charter",2007,"Seward","PWSO",209,79,203,70
"Charter",2007,"Valdez","PWSI",29,23,27,6
"Charter",2007,"Valdez","PWSO",230,100,228,97
"Charter",2007,"Whittier","PWSI",35,97,19,59
"Charter",2008,"Homer","CI",4,2,2,2
"Charter",2008,"Homer","NG",144,49,141,40
"Charter",2008,"Kodiak","EASTSIDE",0,1,0,1
"Charter",2008,"Seward","NG",430,89,408,62
"Charter",2008,"Seward","PWSI",64,26,54,13
"Charter",2008,"Seward","PWSO",206,56,188,37
"Charter",2008,"Valdez","PWSI",40,33,38,7
"Charter",2008,"Valdez","PWSO",152,151,152,143
"Charter",2008,"Whittier","PWSI",39,125,22,79
"Charter",2008,"Whittier","PWSO",2,1,2,1
"Charter",2009,"Homer","CI",28,2,6,2
"Charter",2009,"Homer","NG",263,36,233,35
"Charter",2009,"Kodiak","EASTSIDE",50,0,50,0
"Charter",2009,"Seward","NG",528,125,418,66
"Charter",2009,"Seward","PWSI",187,54,168,30
"Charter",2009,"Seward","PWSO",575,118,452,81
"Charter",2009,"Valdez","PWSI",20,11,18,6
"Charter",2009,"Valdez","PWSO",190,203,187,182
"Charter",2009,"Whittier","PWSI",15,80,3,38
"Charter",2009,"Whittier","PWSO",18,7,15,6
"Charter",2010,"CCI","NG",16,8,5,8
"Charter",2010,"Homer","CI",248,7,68,0
"Charter",2010,"Homer","NG",401,78,306,62
"Charter",2010,"Seward","NG",444,197,405,137
"Charter",2010,"Seward","PWSI",165,46,145,35
"Charter",2010,"Seward","PWSO",296,119,257,95
"Charter",2010,"Valdez","PWSI",42,57,42,24
"Charter",2010,"Valdez","PWSO",169,178,167,164
"Charter",2010,"Whittier","PWSI",18,123,4,43
"Charter",2010,"Whittier","PWSO",1,3,1,3
"Charter",2011,"Homer","AFOGNAK",6,0,4,0
"Charter",2011,"Homer","CI",57,0,24,0
"Charter",2011,"Homer","NG",261,74,215,62
"Charter",2011,"Seward","NG",446,78,347,36
"Charter",2011,"Seward","PWSI",232,43,187,25
"Charter",2011,"Seward","PWSO",288,89,263,73
"Charter",2011,"Valdez","PWSI",22,86,16,10
"Charter",2011,"Valdez","PWSO",229,94,223,76
"Charter",2011,"Whittier","PWSI",11,79,5,43
"Charter",2011,"Whittier","PWSO",35,14,29,9
"Charter",2012,"CCI","NG",33,2,33,2
"Charter",2012,"Homer","CI",67,6,15,3
"Charter",2012,"Homer","NG",195,34,181,28
"Charter",2012,"Kodiak","EASTSIDE",25,0,21,0
"Charter",2012,"Seward","NG",425,134,368,74
"Charter",2012,"Seward","PWSI",190,139,166,44
"Charter",2012,"Seward","PWSO",359,169,293,116
"Charter",2012,"Valdez","PWSI",39,39,39,20
"Charter",2012,"Valdez","PWSO",188,152,182,126
"Charter",2012,"Whittier","PWSI",111,83,76,27
"Charter",2012,"Whittier","PWSO",17,4,15,1
"Charter",2013,"Homer","CI",51,0,19,0
"Charter",2013,"Homer","NG",407,93,305,71
"Charter",2013,"Kodiak","NORTHEAST",4,0,0,0
"Charter",2013,"Seward","NG",571,119,483,60
"Charter",2013,"Seward","PWSI",103,54,78,22
"Charter",2013,"Seward","PWSO",270,89,181,56
"Charter",2013,"Valdez","PWSI",26,31,23,19
"Charter",2013,"Valdez","PWSO",283,181,270,143
"Charter",2013,"Whittier","PWSI",242,89,212,37
"Charter",2013,"Whittier","PWSO",43,26,41,24
"Charter",2014,"CCI","NG",8,5,8,1
"Charter",2014,"Homer","CI",43,2,13,0
"Charter",2014,"Homer","NG",290,57,250,35
"Charter",2014,"Seward","NG",464,124,387,38
"Charter",2014,"Seward","PWSI",203,45,155,13
"Charter",2014,"Seward","PWSO",530,125,377,68
"Charter",2014,"Valdez","PWSI",170,44,163,21
"Charter",2014,"Valdez","PWSO",197,97,196,78
"Charter",2014,"Whittier","PWSI",143,95,115,33
"Charter",2014,"Whittier","PWSO",249,37,216,18
"Charter",2015,"Homer","AFOGNAK",17,3,17,2
"Charter",2015,"Homer","CI",78,1,27,0
"Charter",2015,"Homer","NG",329,65,286,40
"Charter",2015,"Kodiak","EASTSIDE",25,1,21,0
"Charter",2015,"Seward","NG",219,34,176,8
"Charter",2015,"Seward","PWSI",134,36,109,11
"Charter",2015,"Seward","PWSO",203,75,130,34
"Charter",2015,"Valdez","PWSI",72,26,63,7
"Charter",2015,"Valdez","PWSO",478,216,459,168
"Charter",2015,"Whittier","PWSI",146,106,136,59
"Charter",2015,"Whittier","PWSO",233,12,224,8
"Charter",2016,"Homer","CI",95,5,34,0
"Charter",2016,"Homer","NG",221,14,192,8
"Charter",2016,"Kodiak","EASTSIDE",52,4,47,3
"Charter",2016,"Seward","NG",966,163,818,67
"Charter",2016,"Seward","PWSI",332,111,191,20
"Charter",2016,"Seward","PWSO",312,104,261,62
"Charter",2016,"Valdez","PWSI",102,53,67,39
"Charter",2016,"Valdez","PWSO",201,147,186,130
"Charter",2016,"Whittier","PWSI",163,55,132,22
"Charter",2016,"Whittier","PWSO",316,23,295,17
"Charter",2017,"Homer","CI",65,3,43,2
"Charter",2017,"Homer","NG",94,36,75,16
"Charter",2017,"Kodiak","EASTSIDE",117,2,108,2
"Charter",2017,"Seward","NG",377,111,320,32
"Charter",2017,"Seward","PWSI",149,33,105,9
"Charter",2017,"Seward","PWSO",223,77,189,44
"Charter",2017,"Valdez","PWSI",27,6,16,1
"Charter",2017,"Valdez","PWSO",254,95,233,55
"Charter",2017,"Whittier","PWSI",172,165,140,104
"Charter",2017,"Whittier","PWSO",161,25,157,7
"Charter",2018,"CCI","EASTSIDE",1,0,0,0
"Charter",2018,"CCI","NG",85,9,76,3
"Charter",2018,"Homer","CI",219,4,118,0
"Charter",2018,"Homer","NG",197,35,141,16
"Charter",2018,"Kodiak","EASTSIDE",36,0,36,0
"Charter",2018,"Seward","NG",568,150,502,73
"Charter",2018,"Seward","PWSI",157,38,141,7
"Charter",2018,"Seward","PWSO",193,80,168,48
"Charter",2018,"Valdez","PWSI",0,7,0,6
"Charter",2018,"Valdez","PWSO",344,117,324,81
"Charter",2018,"Whittier","PWSI",143,103,132,54
"Charter",2018,"Whittier","PWSO",102,5,88,1
"Charter",2019,"CCI","CI",11,0,11,0
"Charter",2019,"Homer","CI",71,7,48,5
"Charter",2019,"Homer","NG",365,78,246,55
"Charter",2019,"Kodiak","EASTSIDE",35,0,34,0
"Charter",2019,"Seward","NG",544,90,446,40
"Charter",2019,"Seward","PWSI",61,20,53,12
"Charter",2019,"Seward","PWSO",294,95,220,51
"Charter",2019,"Valdez","PWSI",21,15,18,5
"Charter",2019,"Valdez","PWSO",534,180,466,138
"Charter",2019,"Whittier","PWSI",167,190,86,98
"Charter",2019,"Whittier","PWSO",120,34,115,25
"Charter",2020,"Homer","CI",111,6,88,3
"Charter",2020,"Homer","NG",127,25,104,15
"Charter",2020,"Homer","PWSI",20,0,13,0
"Charter",2020,"Kodiak","NORTHEAST",29,0,29,0
"Charter",2020,"Seward","NG",349,110,295,70
"Charter",2020,"Seward","PWSI",43,10,40,7
"Charter",2020,"Seward","PWSO",229,83,206,37
"Charter",2020,"Valdez","PWSI",68,38,49,8
"Charter",2020,"Valdez","PWSO",725,123,657,85
"Charter",2020,"Whittier","PWSI",181,133,73,52
"Charter",2020,"Whittier","PWSO",80,15,72,9
"Charter",2021,"Homer","CI",97,0,82,0
"Charter",2021,"Homer","NG",245,20,215,13
"Charter",2021,"Kodiak","EASTSIDE",20,0,9,0
"Charter",2021,"Seward","NG",432,82,393,34
"Charter",2021,"Seward","PWSI",124,15,108,6
"Charter",2021,"Seward","PWSO",197,32,163,19
"Charter",2021,"Valdez","PWSI",25,4,21,2
"Charter",2021,"Valdez","PWSO",508,82,450,63
"Charter",2021,"Whittier","PWSI",166,85,100,27
"Charter",2021,"Whittier","PWSO",72,9,65,2
"Charter",2022,"Homer","CI",149,4,113,0
"Charter",2022,"Homer","NG",268,36,242,16
"Charter",2022,"Kodiak","EASTSIDE",31,0,31,0
"Charter",2022,"Seward","NG",516,80,427,33
"Charter",2022,"Seward","PWSI",117,13,105,1
"Charter",2022,"Seward","PWSO",217,66,199,41
"Charter",2022,"Valdez","PWSI",90,39,79,18
"Charter",2022,"Valdez","PWSO",336,152,291,92
"Charter",2022,"Whittier","PWSI",682,137,435,26
"Charter",2022,"Whittier","PWSO",56,7,29,1
